frequency,absorption,reflection,Treflected,Temitted
290,0.3,0,0,0.1
291,0.3,0,0,0.1
292,0.3,0,0,0.1
293,0.3,0,0,0.1
294,0.3,0,0,0.1
295,0.3,0,0,0.1
296,0.3,0,0,0.1
297,0.3,0,0,0.1
298,0.3,0,0,0.1
299,0.3,0,0,0.1
300,0.3,0,0,0.1
301,0.3,0,0,0.1
302,0.3,0,0,0.1
303,0.3,0,0,0.1
304,0.3,0,0,0.1
305,0.3,0,0,0.1
306,0.3,0,0,0.1
307,0.3,0,0,0.1
308,0.3,0,0,0.1
309,0.3,0,0,0.1
310,0.3,0,0,0.1
311,0.3,0,0,0.1
312,0.3,0,0,0.1
313,0.3,0,0,0.1
314,0.3,0,0,0.1
315,0.3,0,0,0.1
316,0.3,0,0,0.1
317,0.3,0,0,0.1
318,0.3,0,0,0.1
319,0.3,0,0,0.1
320,0.3,0,0,0.1
